Round;Date;Team 1;Home;Guest;Team 2;Liga;Startjahr
1;Fri Sep 18 2020;Bayern München;8;0;FC Schalke 04;1;2020
1;Sat Sep 19 2020;Eintracht Frankfurt;1;1;Arminia Bielefeld;1;2020
1;Sat Sep 19 2020;1. FC Union Berlin;1;3;FC Augsburg;1;2020
1;Sat Sep 19 2020;1. FC Köln;2;3;TSG 1899 Hoffenheim;1;2020
1;Sat Sep 19 2020;Werder Bremen;1;4;Hertha BSC;1;2020
1;Sat Sep 19 2020;VfB Stuttgart;2;3;SC Freiburg;1;2020
1;Sat Sep 19 2020;Borussia Dortmund;3;0;Bor. Mönchengladbach;1;2020
1;Sun Sep 20 2020;RB Leipzig;3;1;1. FSV Mainz 05;1;2020
1;Sun Sep 20 2020;VfL Wolfsburg;0;0;Bayer 04 Leverkusen;1;2020
2;Fri Sep 25 2020;Hertha BSC;1;3;Eintracht Frankfurt;1;2020
2;Sat Sep 26 2020;Bor. Mönchengladbach;1;1;1. FC Union Berlin;1;2020
2;Sat Sep 26 2020;Bayer 04 Leverkusen;1;1;RB Leipzig;1;2020
2;Sat Sep 26 2020;1. FSV Mainz 05;1;4;VfB Stuttgart;1;2020
2;Sat Sep 26 2020;FC Augsburg;2;0;Borussia Dortmund;1;2020
2;Sat Sep 26 2020;Arminia Bielefeld;1;0;1. FC Köln;1;2020
2;Sat Sep 26 2020;FC Schalke 04;1;3;Werder Bremen;1;2020
2;Sun Sep 27 2020;TSG 1899 Hoffenheim;4;1;Bayern München;1;2020
2;Sun Sep 27 2020;SC Freiburg;1;1;VfL Wolfsburg;1;2020
3;Fri Oct 2 2020;1. FC Union Berlin;4;0;1. FSV Mainz 05;1;2020
3;Sat Oct 3 2020;Borussia Dortmund;4;0;SC Freiburg;1;2020
3;Sat Oct 3 2020;Eintracht Frankfurt;2;1;TSG 1899 Hoffenheim;1;2020
3;Sat Oct 3 2020;1. FC Köln;1;3;Bor. Mönchengladbach;1;2020
3;Sat Oct 3 2020;Werder Bremen;1;0;Arminia Bielefeld;1;2020
3;Sat Oct 3 2020;VfB Stuttgart;1;1;Bayer 04 Leverkusen;1;2020
3;Sat Oct 3 2020;RB Leipzig;4;0;FC Schalke 04;1;2020
3;Sun Oct 4 2020;VfL Wolfsburg;0;0;FC Augsburg;1;2020
3;Sun Oct 4 2020;Bayern München;4;3;Hertha BSC;1;2020
4;Sat Oct 17 2020;TSG 1899 Hoffenheim;0;1;Borussia Dortmund;1;2020
4;Sat Oct 17 2020;SC Freiburg;1;1;Werder Bremen;1;2020
4;Sat Oct 17 2020;Hertha BSC;0;2;VfB Stuttgart;1;2020
4;Sat Oct 17 2020;1. FSV Mainz 05;0;1;Bayer 04 Leverkusen;1;2020
4;Sat Oct 17 2020;FC Augsburg;0;2;RB Leipzig;1;2020
4;Sat Oct 17 2020;Arminia Bielefeld;1;4;Bayern München;1;2020
4;Sat Oct 17 2020;Bor. Mönchengladbach;1;1;VfL Wolfsburg;1;2020
4;Sun Oct 18 2020;1. FC Köln;1;1;Eintracht Frankfurt;1;2020
4;Sun Oct 18 2020;FC Schalke 04;1;1;1. FC Union Berlin;1;2020
5;Fri Oct 23 2020;VfB Stuttgart;1;1;1. FC Köln;1;2020
5;Sat Oct 24 2020;Bayern München;5;0;Eintracht Frankfurt;1;2020
5;Sat Oct 24 2020;RB Leipzig;2;1;Hertha BSC;1;2020
5;Sat Oct 24 2020;1. FC Union Berlin;1;1;SC Freiburg;1;2020
5;Sat Oct 24 2020;1. FSV Mainz 05;2;3;Bor. Mönchengladbach;1;2020
5;Sat Oct 24 2020;Borussia Dortmund;3;0;FC Schalke 04;1;2020
5;Sun Oct 25 2020;VfL Wolfsburg;2;1;Arminia Bielefeld;1;2020
5;Sun Oct 25 2020;Werder Bremen;1;1;TSG 1899 Hoffenheim;1;2020
5;Mon Oct 26 2020;Bayer 04 Leverkusen;3;1;FC Augsburg;1;2020
6;Fri Oct 30 2020;FC Schalke 04;1;1;VfB Stuttgart;1;2020
6;Sat Oct 31 2020;Eintracht Frankfurt;1;1;Werder Bremen;1;2020
6;Sat Oct 31 2020;1. FC Köln;1;2;Bayern München;1;2020
6;Sat Oct 31 2020;FC Augsburg;3;1;1. FSV Mainz 05;1;2020
6;Sat Oct 31 2020;Arminia Bielefeld;0;2;Borussia Dortmund;1;2020
6;Sat Oct 31 2020;Bor. Mönchengladbach;1;0;RB Leipzig;1;2020
6;Sun Nov 1 2020;SC Freiburg;2;4;Bayer 04 Leverkusen;1;2020
6;Sun Nov 1 2020;Hertha BSC;1;1;VfL Wolfsburg;1;2020
6;Mon Nov 2 2020;TSG 1899 Hoffenheim;1;3;1. FC Union Berlin;1;2020
7;Fri Nov 6 2020;Werder Bremen;1;1;1. FC Köln;1;2020
7;Sat Nov 7 2020;RB Leipzig;3;0;SC Freiburg;1;2020
7;Sat Nov 7 2020;1. FC Union Berlin;5;0;Arminia Bielefeld;1;2020
7;Sat Nov 7 2020;1. FSV Mainz 05;2;2;FC Schalke 04;1;2020
7;Sat Nov 7 2020;FC Augsburg;0;3;Hertha BSC;1;2020
7;Sat Nov 7 2020;VfB Stuttgart;2;2;Eintracht Frankfurt;1;2020
7;Sat Nov 7 2020;Borussia Dortmund;2;3;Bayern München;1;2020
7;Sun Nov 8 2020;VfL Wolfsburg;2;1;TSG 1899 Hoffenheim;1;2020
7;Sun Nov 8 2020;Bayer 04 Leverkusen;4;3;Bor. Mönchengladbach;1;2020
8;Sat Nov 21 2020;Bayern München;1;1;Werder Bremen;1;2020
8;Sat Nov 21 2020;Bor. Mönchengladbach;1;1;FC Augsburg;1;2020
8;Sat Nov 21 2020;TSG 1899 Hoffenheim;3;3;VfB Stuttgart;1;2020
8;Sat Nov 21 2020;FC Schalke 04;0;2;VfL Wolfsburg;1;2020
8;Sat Nov 21 2020;Arminia Bielefeld;1;2;Bayer 04 Leverkusen;1;2020
8;Sat Nov 21 2020;Eintracht Frankfurt;1;1;RB Leipzig;1;2020
8;Sat Nov 21 2020;Hertha BSC;2;5;Borussia Dortmund;1;2020
8;Sun Nov 22 2020;SC Freiburg;1;3;1. FSV Mainz 05;1;2020
8;Sun Nov 22 2020;1. FC Köln;1;2;1. FC Union Berlin;1;2020
9;Fri Nov 27 2020;VfL Wolfsburg;5;3;Werder Bremen;1;2020
9;Sat Nov 28 2020;Borussia Dortmund;1;2;1. FC Köln;1;2020
9;Sat Nov 28 2020;RB Leipzig;2;1;Arminia Bielefeld;1;2020
9;Sat Nov 28 2020;1. FC Union Berlin;3;3;Eintracht Frankfurt;1;2020
9;Sat Nov 28 2020;FC Augsburg;1;1;SC Freiburg;1;2020
9;Sat Nov 28 2020;VfB Stuttgart;1;3;Bayern München;1;2020
9;Sat Nov 28 2020;Bor. Mönchengladbach;4;1;FC Schalke 04;1;2020
9;Sun Nov 29 2020;Bayer 04 Leverkusen;0;0;Hertha BSC;1;2020
9;Sun Nov 29 2020;1. FSV Mainz 05;1;1;TSG 1899 Hoffenheim;1;2020
10;Fri Dec 4 2020;Hertha BSC;3;1;1. FC Union Berlin;1;2020
10;Sat Dec 5 2020;SC Freiburg;2;2;Bor. Mönchengladbach;1;2020
10;Sat Dec 5 2020;Eintracht Frankfurt;1;1;Borussia Dortmund;1;2020
10;Sat Dec 5 2020;1. FC Köln;2;2;VfL Wolfsburg;1;2020
10;Sat Dec 5 2020;Arminia Bielefeld;2;1;1. FSV Mainz 05;1;2020
10;Sat Dec 5 2020;Bayern München;3;3;RB Leipzig;1;2020
10;Sun Dec 6 2020;Werder Bremen;1;2;VfB Stuttgart;1;2020
10;Sun Dec 6 2020;FC Schalke 04;0;3;Bayer 04 Leverkusen;1;2020
10;Mon Dec 7 2020;TSG 1899 Hoffenheim;3;1;FC Augsburg;1;2020
11;Fri Dec 11 2020;VfL Wolfsburg;2;1;Eintracht Frankfurt;1;2020
11;Sat Dec 12 2020;Borussia Dortmund;1;5;VfB Stuttgart;1;2020
11;Sat Dec 12 2020;RB Leipzig;2;0;Werder Bremen;1;2020
11;Sat Dec 12 2020;Bor. Mönchengladbach;1;1;Hertha BSC;1;2020
11;Sat Dec 12 2020;SC Freiburg;2;0;Arminia Bielefeld;1;2020
11;Sat Dec 12 2020;1. FSV Mainz 05;0;1;1. FC Köln;1;2020
11;Sat Dec 12 2020;1. FC Union Berlin;1;1;Bayern München;1;2020
11;Sun Dec 13 2020;FC Augsburg;2;2;FC Schalke 04;1;2020
11;Sun Dec 13 2020;Bayer 04 Leverkusen;4;1;TSG 1899 Hoffenheim;1;2020
12;Tue Dec 15 2020;Eintracht Frankfurt;3;3;Bor. Mönchengladbach;1;2020
12;Tue Dec 15 2020;Hertha BSC;0;0;1. FSV Mainz 05;1;2020
12;Tue Dec 15 2020;Werder Bremen;1;2;Borussia Dortmund;1;2020
12;Tue Dec 15 2020;VfB Stuttgart;2;2;1. FC Union Berlin;1;2020
12;Wed Dec 16 2020;FC Schalke 04;0;2;SC Freiburg;1;2020
12;Wed Dec 16 2020;Bayern München;2;1;VfL Wolfsburg;1;2020
12;Wed Dec 16 2020;TSG 1899 Hoffenheim;0;1;RB Leipzig;1;2020
12;Wed Dec 16 2020;1. FC Köln;0;4;Bayer 04 Leverkusen;1;2020
12;Wed Dec 16 2020;Arminia Bielefeld;0;1;FC Augsburg;1;2020
13;Fri Dec 18 2020;1. FC Union Berlin;2;1;Borussia Dortmund;1;2020
13;Sat Dec 19 2020;RB Leipzig;0;0;1. FC Köln;1;2020
13;Sat Dec 19 2020;Bor. Mönchengladbach;1;2;TSG 1899 Hoffenheim;1;2020
13;Sat Dec 19 2020;FC Schalke 04;0;1;Arminia Bielefeld;1;2020
13;Sat Dec 19 2020;1. FSV Mainz 05;0;1;Werder Bremen;1;2020
13;Sat Dec 19 2020;FC Augsburg;0;2;Eintracht Frankfurt;1;2020
13;Sat Dec 19 2020;Bayer 04 Leverkusen;1;2;Bayern München;1;2020
13;Sun Dec 20 2020;SC Freiburg;4;1;Hertha BSC;1;2020
13;Sun Dec 20 2020;VfL Wolfsburg;0;1;VfB Stuttgart;1;2020
14;Sat Jan 2 2021;TSG 1899 Hoffenheim;1;3;SC Freiburg;1;2020
14;Sat Jan 2 2021;Eintracht Frankfurt;2;1;Bayer 04 Leverkusen;1;2020
14;Sat Jan 2 2021;1. FC Köln;0;1;FC Augsburg;1;2020
14;Sat Jan 2 2021;Werder Bremen;0;2;1. FC Union Berlin;1;2020
14;Sat Jan 2 2021;Arminia Bielefeld;0;1;Bor. Mönchengladbach;1;2020
14;Sat Jan 2 2021;Hertha BSC;3;0;FC Schalke 04;1;2020
14;Sat Jan 2 2021;VfB Stuttgart;0;1;RB Leipzig;1;2020
14;Sun Jan 3 2021;Borussia Dortmund;2;0;VfL Wolfsburg;1;2020
14;Sun Jan 3 2021;Bayern München;5;2;1. FSV Mainz 05;1;2020
15;Fri Jan 8 2021;Bor. Mönchengladbach;3;2;Bayern München;1;2020
15;Sat Jan 9 2021;Bayer 04 Leverkusen;1;1;Werder Bremen;1;2020
15;Sat Jan 9 2021;SC Freiburg;5;0;1. FC Köln;1;2020
15;Sat Jan 9 2021;1. FC Union Berlin;2;2;VfL Wolfsburg;1;2020
15;Sat Jan 9 2021;FC Schalke 04;4;0;TSG 1899 Hoffenheim;1;2020
15;Sat Jan 9 2021;1. FSV Mainz 05;0;2;Eintracht Frankfurt;1;2020
15;Sat Jan 9 2021;RB Leipzig;1;3;Borussia Dortmund;1;2020
15;Sun Jan 10 2021;FC Augsburg;1;4;VfB Stuttgart;1;2020
15;Sun Jan 10 2021;Arminia Bielefeld;1;0;Hertha BSC;1;2020
16;Sat Jan 16 2021;Bayern München;2;1;SC Freiburg;1;2020
16;Sat Jan 16 2021;Borussia Dortmund;1;1;1. FSV Mainz 05;1;2020
16;Sat Jan 16 2021;TSG 1899 Hoffenheim;0;0;Arminia Bielefeld;1;2020
16;Sat Jan 16 2021;VfL Wolfsburg;2;2;RB Leipzig;1;2020
16;Sat Jan 16 2021;Eintracht Frankfurt;3;1;FC Schalke 04;1;2020
16;Sat Jan 16 2021;1. FC Union Berlin;1;0;Bayer 04 Leverkusen;1;2020
16;Sat Jan 16 2021;1. FC Köln;0;0;Hertha BSC;1;2020
16;Sat Jan 16 2021;Werder Bremen;2;0;FC Augsburg;1;2020
16;Sat Jan 16 2021;VfB Stuttgart;2;2;Bor. Mönchengladbach;1;2020
17;Tue Jan 19 2021;RB Leipzig;1;0;1. FC Union Berlin;1;2020
17;Tue Jan 19 2021;Bor. Mönchengladbach;1;0;Werder Bremen;1;2020
17;Tue Jan 19 2021;Bayer 04 Leverkusen;2;1;Borussia Dortmund;1;2020
17;Tue Jan 19 2021;SC Freiburg;2;2;Eintracht Frankfurt;1;2020
17;Tue Jan 19 2021;Hertha BSC;0;3;TSG 1899 Hoffenheim;1;2020
17;Tue Jan 19 2021;FC Schalke 04;1;2;1. FC Köln;1;2020
17;Tue Jan 19 2021;1. FSV Mainz 05;0;2;VfL Wolfsburg;1;2020
17;Tue Jan 19 2021;FC Augsburg;0;1;Bayern München;1;2020
17;Tue Jan 19 2021;Arminia Bielefeld;3;0;VfB Stuttgart;1;2020
18;Sat Jan 23 2021;FC Schalke 04;0;4;Bayern München;1;2020
18;Sat Jan 23 2021;Bor. Mönchengladbach;4;2;Borussia Dortmund;1;2020
18;Sat Jan 23 2021;1. FSV Mainz 05;3;2;RB Leipzig;1;2020
18;Sat Jan 23 2021;Bayer 04 Leverkusen;0;1;VfL Wolfsburg;1;2020
18;Sat Jan 23 2021;Arminia Bielefeld;1;5;Eintracht Frankfurt;1;2020
18;Sat Jan 23 2021;FC Augsburg;2;1;1. FC Union Berlin;1;2020
18;Sat Jan 23 2021;TSG 1899 Hoffenheim;3;0;1. FC Köln;1;2020
18;Sat Jan 23 2021;Hertha BSC;1;4;Werder Bremen;1;2020
18;Sat Jan 23 2021;SC Freiburg;2;1;VfB Stuttgart;1;2020
19;Sat Jan 30 2021;1. FC Union Berlin;1;1;Bor. Mönchengladbach;1;2020
19;Sat Jan 30 2021;RB Leipzig;1;0;Bayer 04 Leverkusen;1;2020
19;Sat Jan 30 2021;Bayern München;4;1;TSG 1899 Hoffenheim;1;2020
19;Sat Jan 30 2021;VfL Wolfsburg;3;0;SC Freiburg;1;2020
19;Sat Jan 30 2021;Eintracht Frankfurt;3;1;Hertha BSC;1;2020
19;Sat Jan 30 2021;Werder Bremen;1;1;FC Schalke 04;1;2020
19;Sat Jan 30 2021;VfB Stuttgart;2;0;1. FSV Mainz 05;1;2020
19;Sat Jan 30 2021;Borussia Dortmund;3;1;FC Augsburg;1;2020
19;Sat Jan 30 2021;1. FC Köln;3;1;Arminia Bielefeld;1;2020
20;Sat Feb 6 2021;Hertha BSC;0;1;Bayern München;1;2020
20;Sat Feb 6 2021;SC Freiburg;2;1;Borussia Dortmund;1;2020
20;Sat Feb 6 2021;FC Schalke 04;0;3;RB Leipzig;1;2020
20;Sat Feb 6 2021;FC Augsburg;0;2;VfL Wolfsburg;1;2020
20;Sat Feb 6 2021;TSG 1899 Hoffenheim;1;3;Eintracht Frankfurt;1;2020
20;Sat Feb 6 2021;1. FSV Mainz 05;1;0;1. FC Union Berlin;1;2020
20;Sat Feb 6 2021;Bor. Mönchengladbach;1;2;1. FC Köln;1;2020
20;Sat Feb 6 2021;Arminia Bielefeld;0;2;Werder Bremen;1;2020
20;Sat Feb 6 2021;Bayer 04 Leverkusen;5;2;VfB Stuttgart;1;2020
21;Sat Feb 13 2021;VfL Wolfsburg;0;0;Bor. Mönchengladbach;1;2020
21;Sat Feb 13 2021;Borussia Dortmund;2;2;TSG 1899 Hoffenheim;1;2020
21;Sat Feb 13 2021;Werder Bremen;0;0;SC Freiburg;1;2020
21;Sat Feb 13 2021;VfB Stuttgart;1;1;Hertha BSC;1;2020
21;Sat Feb 13 2021;1. FC Union Berlin;0;0;FC Schalke 04;1;2020
21;Sat Feb 13 2021;Bayer 04 Leverkusen;2;2;1. FSV Mainz 05;1;2020
21;Sat Feb 13 2021;Eintracht Frankfurt;2;0;1. FC Köln;1;2020
21;Sat Feb 13 2021;RB Leipzig;2;1;FC Augsburg;1;2020
21;Sat Feb 13 2021;Bayern München;3;3;Arminia Bielefeld;1;2020
22;Sat Feb 20 2021;Eintracht Frankfurt;0;3;Bayern München;1;2020
22;Sat Feb 20 2021;FC Schalke 04;0;4;Borussia Dortmund;1;2020
22;Sat Feb 20 2021;Hertha BSC;0;3;RB Leipzig;1;2020
22;Sat Feb 20 2021;FC Augsburg;1;1;Bayer 04 Leverkusen;1;2020
22;Sat Feb 20 2021;Arminia Bielefeld;0;3;VfL Wolfsburg;1;2020
22;Sat Feb 20 2021;SC Freiburg;0;1;1. FC Union Berlin;1;2020
22;Sat Feb 20 2021;Bor. Mönchengladbach;1;2;1. FSV Mainz 05;1;2020
22;Sat Feb 20 2021;TSG 1899 Hoffenheim;4;0;Werder Bremen;1;2020
22;Sat Feb 20 2021;1. FC Köln;0;1;VfB Stuttgart;1;2020
23;Sat Feb 27 2021;RB Leipzig;3;2;Bor. Mönchengladbach;1;2020
23;Sat Feb 27 2021;1. FC Union Berlin;1;1;TSG 1899 Hoffenheim;1;2020
23;Sat Feb 27 2021;Bayer 04 Leverkusen;1;2;SC Freiburg;1;2020
23;Sat Feb 27 2021;Werder Bremen;2;1;Eintracht Frankfurt;1;2020
23;Sat Feb 27 2021;VfL Wolfsburg;2;0;Hertha BSC;1;2020
23;Sat Feb 27 2021;VfB Stuttgart;5;1;FC Schalke 04;1;2020
23;Sat Feb 27 2021;Bayern München;5;1;1. FC Köln;1;2020
23;Sat Feb 27 2021;1. FSV Mainz 05;0;1;FC Augsburg;1;2020
23;Sat Feb 27 2021;Borussia Dortmund;3;0;Arminia Bielefeld;1;2020
24;Sat Mar 6 2021;Bayern München;4;2;Borussia Dortmund;1;2020
24;Sat Mar 6 2021;SC Freiburg;0;3;RB Leipzig;1;2020
24;Sat Mar 6 2021;Bor. Mönchengladbach;0;1;Bayer 04 Leverkusen;1;2020
24;Sat Mar 6 2021;TSG 1899 Hoffenheim;2;1;VfL Wolfsburg;1;2020
24;Sat Mar 6 2021;Arminia Bielefeld;0;0;1. FC Union Berlin;1;2020
24;Sat Mar 6 2021;FC Schalke 04;0;0;1. FSV Mainz 05;1;2020
24;Sat Mar 6 2021;Hertha BSC;2;1;FC Augsburg;1;2020
24;Sat Mar 6 2021;1. FC Köln;1;1;Werder Bremen;1;2020
24;Sat Mar 6 2021;Eintracht Frankfurt;1;1;VfB Stuttgart;1;2020
25;Sat Mar 13 2021;Werder Bremen;1;3;Bayern München;1;2020
25;Sat Mar 13 2021;FC Augsburg;3;1;Bor. Mönchengladbach;1;2020
25;Sat Mar 13 2021;VfB Stuttgart;2;0;TSG 1899 Hoffenheim;1;2020
25;Sat Mar 13 2021;1. FSV Mainz 05;1;0;SC Freiburg;1;2020
25;Sat Mar 13 2021;RB Leipzig;1;1;Eintracht Frankfurt;1;2020
25;Sat Mar 13 2021;Borussia Dortmund;2;0;Hertha BSC;1;2020
25;Sat Mar 13 2021;VfL Wolfsburg;5;0;FC Schalke 04;1;2020
25;Sat Mar 13 2021;1. FC Union Berlin;2;1;1. FC Köln;1;2020
25;Sat Mar 13 2021;Bayer 04 Leverkusen;1;2;Arminia Bielefeld;1;2020
26;Sat Mar 20 2021;1. FC Köln;2;2;Borussia Dortmund;1;2020
26;Sat Mar 20 2021;Arminia Bielefeld;0;1;RB Leipzig;1;2020
26;Sat Mar 20 2021;FC Schalke 04;0;3;Bor. Mönchengladbach;1;2020
26;Sat Mar 20 2021;Hertha BSC;3;0;Bayer 04 Leverkusen;1;2020
26;Sat Mar 20 2021;Werder Bremen;1;2;VfL Wolfsburg;1;2020
26;Sat Mar 20 2021;Eintracht Frankfurt;5;2;1. FC Union Berlin;1;2020
26;Sat Mar 20 2021;TSG 1899 Hoffenheim;1;2;1. FSV Mainz 05;1;2020
26;Sat Mar 20 2021;SC Freiburg;2;0;FC Augsburg;1;2020
26;Sat Mar 20 2021;Bayern München;4;0;VfB Stuttgart;1;2020
27;Sun Apr 4 2021;RB Leipzig;0;1;Bayern München;1;2020
27;Sun Apr 4 2021;FC Augsburg;2;1;TSG 1899 Hoffenheim;1;2020
27;Sun Apr 4 2021;Bor. Mönchengladbach;2;1;SC Freiburg;1;2020
27;Sun Apr 4 2021;Borussia Dortmund;1;2;Eintracht Frankfurt;1;2020
27;Sun Apr 4 2021;1. FC Union Berlin;1;1;Hertha BSC;1;2020
27;Sun Apr 4 2021;Bayer 04 Leverkusen;2;1;FC Schalke 04;1;2020
27;Sun Apr 4 2021;VfL Wolfsburg;1;0;1. FC Köln;1;2020
27;Sun Apr 4 2021;VfB Stuttgart;1;0;Werder Bremen;1;2020
27;Sun Apr 4 2021;1. FSV Mainz 05;1;1;Arminia Bielefeld;1;2020
28;Sat Apr 10 2021;VfB Stuttgart;2;3;Borussia Dortmund;1;2020
28;Sat Apr 10 2021;Werder Bremen;1;4;RB Leipzig;1;2020
28;Sat Apr 10 2021;Hertha BSC;2;2;Bor. Mönchengladbach;1;2020
28;Sat Apr 10 2021;TSG 1899 Hoffenheim;0;0;Bayer 04 Leverkusen;1;2020
28;Sat Apr 10 2021;Eintracht Frankfurt;4;3;VfL Wolfsburg;1;2020
28;Sat Apr 10 2021;Arminia Bielefeld;1;0;SC Freiburg;1;2020
28;Sat Apr 10 2021;Bayern München;1;1;1. FC Union Berlin;1;2020
28;Sat Apr 10 2021;1. FC Köln;2;3;1. FSV Mainz 05;1;2020
28;Sat Apr 10 2021;FC Schalke 04;1;0;FC Augsburg;1;2020
29;Sat Apr 17 2021;VfL Wolfsburg;2;3;Bayern München;1;2020
29;Sat Apr 17 2021;RB Leipzig;0;0;TSG 1899 Hoffenheim;1;2020
29;Sat Apr 17 2021;Bor. Mönchengladbach;4;0;Eintracht Frankfurt;1;2020
29;Sat Apr 17 2021;1. FSV Mainz 05;1;1;Hertha BSC;1;2020
29;Sat Apr 17 2021;SC Freiburg;4;0;FC Schalke 04;1;2020
29;Sat Apr 17 2021;Bayer 04 Leverkusen;3;0;1. FC Köln;1;2020
29;Sat Apr 17 2021;Borussia Dortmund;4;1;Werder Bremen;1;2020
29;Sat Apr 17 2021;FC Augsburg;0;0;Arminia Bielefeld;1;2020
29;Sat Apr 17 2021;1. FC Union Berlin;2;1;VfB Stuttgart;1;2020
30;Tue Apr 20 2021;1. FC Köln;2;1;RB Leipzig;1;2020
30;Tue Apr 20 2021;TSG 1899 Hoffenheim;3;2;Bor. Mönchengladbach;1;2020
30;Tue Apr 20 2021;Bayern München;2;0;Bayer 04 Leverkusen;1;2020
30;Tue Apr 20 2021;VfB Stuttgart;1;3;VfL Wolfsburg;1;2020
30;Tue Apr 20 2021;Hertha BSC;3;0;SC Freiburg;1;2020
30;Tue Apr 20 2021;Borussia Dortmund;2;0;1. FC Union Berlin;1;2020
30;Tue Apr 20 2021;Arminia Bielefeld;1;0;FC Schalke 04;1;2020
30;Tue Apr 20 2021;Werder Bremen;0;1;1. FSV Mainz 05;1;2020
30;Tue Apr 20 2021;Eintracht Frankfurt;2;0;FC Augsburg;1;2020
31;Sat Apr 24 2021;1. FSV Mainz 05;2;1;Bayern München;1;2020
31;Sat Apr 24 2021;VfL Wolfsburg;0;2;Borussia Dortmund;1;2020
31;Sat Apr 24 2021;SC Freiburg;1;1;TSG 1899 Hoffenheim;1;2020
31;Sat Apr 24 2021;Bayer 04 Leverkusen;3;1;Eintracht Frankfurt;1;2020
31;Sat Apr 24 2021;FC Schalke 04;1;2;Hertha BSC;1;2020
31;Sat Apr 24 2021;FC Augsburg;2;3;1. FC Köln;1;2020
31;Sat Apr 24 2021;1. FC Union Berlin;3;1;Werder Bremen;1;2020
31;Sat Apr 24 2021;Bor. Mönchengladbach;5;0;Arminia Bielefeld;1;2020
31;Sat Apr 24 2021;RB Leipzig;2;0;VfB Stuttgart;1;2020
32;Sat May 8 2021;Borussia Dortmund;3;2;RB Leipzig;1;2020
32;Sat May 8 2021;Bayern München;6;0;Bor. Mönchengladbach;1;2020
32;Sat May 8 2021;Werder Bremen;0;0;Bayer 04 Leverkusen;1;2020
32;Sat May 8 2021;1. FC Köln;1;4;SC Freiburg;1;2020
32;Sat May 8 2021;VfL Wolfsburg;3;0;1. FC Union Berlin;1;2020
32;Sat May 8 2021;TSG 1899 Hoffenheim;4;2;FC Schalke 04;1;2020
32;Sat May 8 2021;Eintracht Frankfurt;1;1;1. FSV Mainz 05;1;2020
32;Sat May 8 2021;VfB Stuttgart;2;1;FC Augsburg;1;2020
32;Sat May 8 2021;Hertha BSC;0;0;Arminia Bielefeld;1;2020
33;Sat May 15 2021;SC Freiburg;2;2;Bayern München;1;2020
33;Sat May 15 2021;1. FSV Mainz 05;1;3;Borussia Dortmund;1;2020
33;Sat May 15 2021;Arminia Bielefeld;1;1;TSG 1899 Hoffenheim;1;2020
33;Sat May 15 2021;RB Leipzig;2;2;VfL Wolfsburg;1;2020
33;Sat May 15 2021;FC Schalke 04;4;3;Eintracht Frankfurt;1;2020
33;Sat May 15 2021;Bayer 04 Leverkusen;1;1;1. FC Union Berlin;1;2020
33;Sat May 15 2021;Hertha BSC;0;0;1. FC Köln;1;2020
33;Sat May 15 2021;FC Augsburg;2;0;Werder Bremen;1;2020
33;Sat May 15 2021;Bor. Mönchengladbach;1;2;VfB Stuttgart;1;2020
34;Sat May 22 2021;1. FC Union Berlin;2;1;RB Leipzig;1;2020
34;Sat May 22 2021;Werder Bremen;2;4;Bor. Mönchengladbach;1;2020
34;Sat May 22 2021;Borussia Dortmund;3;1;Bayer 04 Leverkusen;1;2020
34;Sat May 22 2021;Eintracht Frankfurt;3;1;SC Freiburg;1;2020
34;Sat May 22 2021;TSG 1899 Hoffenheim;2;1;Hertha BSC;1;2020
34;Sat May 22 2021;1. FC Köln;1;0;FC Schalke 04;1;2020
34;Sat May 22 2021;VfL Wolfsburg;2;3;1. FSV Mainz 05;1;2020
34;Sat May 22 2021;Bayern München;5;2;FC Augsburg;1;2020
